# t (s)	mx ()	my ()	mz ()	B_demagx (T)	B_demagy (T)	B_demagz (T)
4.999058257465363e-08	-0.91339064	-0.40407982	-0.049366057	0.32907495	0.14558125	0.017785525
5.0100371486482244e-08	-0.8021398	-0.5950921	-0.049366403	0.2889937	0.21439886	0.01778565
5.021038397898612e-08	-0.65125614	-0.75725067	-0.049366623	0.23463354	0.27282107	0.017785728
5.031999985962624e-08	-0.46904886	-0.88179153	-0.04936657	0.16898818	0.31769043	0.017785711
5.042971912768843e-08	-0.26373777	-0.96333045	-0.0493664	0.09501903	0.34706718	0.017785648
5.053927229616766e-08	-0.045859758	-0.99772733	-0.049366344	0.01652228	0.35945964	0.01778563
5.0648968225921517e-08	0.17453827	-0.9834121	-0.049366284	-0.06288237	0.3543021	0.017785607
5.075860108413983e-08	0.3862842	-0.9210578	-0.04936647	-0.13916986	0.33183727	0.017785672
5.086837626145744e-08	0.57939684	-0.8135493	-0.049366094	-0.20874417	0.29310426	0.017785542
5.097793600744168e-08	0.74384576	-0.6665258	-0.049366098	-0.26799154	0.24013487	0.017785542
5.1087628931637895e-08	0.8721421	-0.48675597	-0.049366046	-0.31421396	0.17536768	0.017785521
5.1197361970931895e-08	0.95781684	-0.28310803	-0.049366076	-0.34508076	0.10199771	0.01778553
5.130706271408814e-08	0.99661934	-0.06567246	-0.049365927	-0.3590604	0.02366037	0.017785478
5.14166938650607e-08	0.9867061	0.15483595	-0.04936606	-0.3554889	-0.055784054	0.017785527
5.152639083657895e-08	0.928552	0.36790544	-0.04936591	-0.33453727	-0.13254839	0.017785473
5.163574936211935e-08	0.8253766	0.5624202	-0.049365927	-0.29736537	-0.20262785	0.017785478
5.174539991957492e-08	0.6816581	0.7300036	-0.04936569	-0.24558671	-0.26300454	0.017785393
5.185490104364638e-08	0.5048951	0.86176795	-0.04936595	-0.1819028	-0.31047636	0.017785488
5.1964767065618244e-08	0.30282906	0.9517656	-0.049366023	-0.10910277	-0.34290063	0.017785512
5.2074123791082527e-08	0.08693266	0.9949904	-0.04936598	-0.03131996	-0.3584736	0.017785497
5.218367062190008e-08	-0.13356861	0.9898094	-0.049365968	0.048121884	-0.35660696	0.017785493
5.229330890780433e-08	-0.34772915	0.93629456	-0.04936592	0.1252793	-0.33732674	0.017785478
5.240292567037766e-08	-0.54486793	0.8370675	-0.049366266	0.19630417	-0.30157733	0.017785598
5.251278656200457e-08	-0.715746	0.6966138	-0.0493666	0.25786784	-0.2509749	0.017785722
5.262242859805432e-08	-0.85128886	0.52236986	-0.04936644	0.306701	-0.18819857	0.01778566
5.273255033353966e-08	-0.9455567	0.3216915	-0.049366444	0.34066367	-0.115898505	0.017785665
5.284214522836017e-08	-0.99311674	0.10621794	-0.04936629	0.35779855	-0.03826803	0.017785609
5.295163630321169e-08	-0.9922269	-0.114231735	-0.049366217	0.35747796	0.04115523	0.017785583
5.306127774567072e-08	-0.94289815	-0.3294028	-0.04936629	0.33970588	0.11867672	0.017785609
5.317100899082675e-08	-0.84741205	-0.5286358	-0.04936628	0.3053043	0.19045606	0.017785607
5.328070774091821e-08	-0.7105076	-0.70195585	-0.049366273	0.25598055	0.25289956	0.017785605
5.339047108780179e-08	-0.5387482	-0.84101933	-0.04936635	0.19409934	0.30300117	0.017785631
5.350047703668021e-08	-0.34015223	-0.9390738	-0.04936609	0.122549504	0.33832803	0.017785538
5.360969027209763e-08	-0.12641636	-0.9907482	-0.049366117	0.045545086	0.35694522	0.017785545
5.3719433751376076e-08	0.09451205	-0.99429905	-0.04936607	-0.034050655	0.35822448	0.01778553
5.3829040678961425e-08	0.31055287	-0.9492734	-0.04936605	-0.1118855	0.3420027	0.017785523
5.3938688692814734e-08	0.5115038	-0.8578618	-0.049366258	-0.1842838	0.3090691	0.017785598
5.404818787181474e-08	0.6872476	-0.72474396	-0.04936672	-0.24760047	0.26110962	0.017785763
5.415841984368327e-08	0.83032817	-0.555084	-0.049366273	-0.29914933	0.19998479	0.017785605
5.4268251575320425e-08	0.93211955	-0.3587703	-0.04936628	-0.33582258	0.1292572	0.017785607
5.437805267494195e-08	0.9882095	-0.1449313	-0.049366105	-0.35603055	0.05221562	0.017785542
5.448739344199879e-08	0.9959547	0.07508185	-0.049366098	-0.35882097	-0.02705037	0.017785542
5.459704037754699e-08	0.95513195	0.292038	-0.049366046	-0.3441134	-0.10521498	0.017785521
5.4706753997139255e-08	0.8675789	0.49484324	-0.04936633	-0.31256998	-0.17828134	0.017785624
5.481657662526131e-08	0.7374397	0.6736066	-0.0493662	-0.26568362	-0.24268591	0.017785575
5.492613592115876e-08	0.57159364	0.8190506	-0.049366053	-0.20593286	-0.29508626	0.017785525
5.503578715966694e-08	0.3776942	0.9246135	-0.049366396	-0.13607508	-0.33311826	0.017785646
5.5145355163300626e-08	0.16550596	0.9849725	-0.04936627	-0.059628226	-0.35486436	0.017785605
5.5255183680491026e-08	-0.055280995	0.9972497	-0.049366225	0.01991655	-0.35928756	0.017785586
5.536483826628453e-08	-0.2730205	0.9607408	-0.049366143	0.0983634	-0.34613416	0.017785557
5.5474435761842814e-08	-0.47731793	0.877343	-0.049365975	0.17196734	-0.31608775	0.017785493
5.5583814913595526e-08	-0.6579852	0.751411	-0.049366206	0.2370579	-0.27071717	0.017785579
5.5693743252558096e-08	-0.80731547	0.5880516	-0.049365982	0.29085836	-0.21186233	0.017785499
5.5803139515880296e-08	-0.9165762	0.3968011	-0.04936615	0.3302226	-0.14295888	0.017785557
5.591300616915632e-08	-0.9814375	0.18531978	-0.04936626	0.35359076	-0.06676671	0.017785598
5.602254962988337e-08	-0.99818134	-0.03460017	-0.04936621	0.3596232	0.012465693	0.017785579
5.6132174366787427e-08	-0.9662082	-0.2529916	-0.049366478	0.348104	0.091147415	0.017785676
5.624196408292736e-08	-0.88689595	-0.45932397	-0.049366325	0.31952947	0.16548452	0.01778562
5.635151239458067e-08	-0.76445496	-0.64278436	-0.049366225	0.2754166	0.23158133	0.017785586
5.646083226768684e-08	-0.6050994	-0.794618	-0.04936623	0.21800426	0.28628373	0.017785586
5.657079509803369e-08	-0.4151774	-0.90840006	-0.049366314	0.14957947	0.32727695	0.017785616
5.668041291354532e-08	-0.20553607	-0.97740376	-0.049366146	0.07405021	0.3521375	0.017785557
5.679010714320896e-08	0.014295357	-0.9986785	-0.04936619	-0.005150309	0.3598023	0.017785573
5.689973413711818e-08	0.23329575	-0.971152	-0.04936605	-0.08405143	0.34988514	0.017785523
5.700935384900993e-08	0.44088927	-0.8962029	-0.04936615	-0.15884289	0.3228826	0.017785557
5.711918118608843e-08	0.6272796	-0.77722806	-0.049366277	-0.22599529	0.2800185	0.017785605
5.722874263803025e-08	0.7825903	-0.62057674	-0.049366314	-0.2819504	0.22358039	0.017785616
5.733844993463333e-08	0.899854	-0.43338856	-0.04936641	-0.32419795	0.15614054	0.017785653
5.744821464134522e-08	0.97313285	-0.22489037	-0.049366217	-0.35059875	0.08102316	0.017785583
5.7557759508307586e-08	0.99876386	-0.0058253733	-0.049366225	-0.35983312	0.0020987564	0.017785586
5.7667522323921496e-08	0.9755958	0.21395312	-0.049366254	-0.35148612	-0.07708269	0.017785596
5.777724891614375e-08	0.90469474	0.42319068	-0.04936633	-0.32594198	-0.15246648	0.017785624
5.788685261549706e-08	0.78968185	0.61152726	-0.0493663	-0.2845053	-0.22032008	0.017785612
5.7996318455933636e-08	0.6363333	0.7698331	-0.04936617	-0.22925717	-0.2773543	0.017785566
5.8105839753973913e-08	0.4518984	0.8907025	-0.049366277	-0.16280925	-0.32090086	0.017785605
5.821544692611044e-08	0.24526781	0.96819764	-0.049366403	-0.088364705	-0.3488207	0.01778565
5.832536607132159e-08	0.026033476	0.9984414	-0.049366347	-0.009379299	-0.3597169	0.01778563
5.8435194596808194e-08	-0.19429924	0.97969943	-0.049366225	0.070001826	-0.35296452	0.017785586
5.854485081164659e-08	-0.4047895	0.9130764	-0.04936609	0.14583692	-0.32896173	0.017785538
5.8654396299447175e-08	-0.5953204	0.8019706	-0.04936598	0.21448112	-0.2889327	0.017785497
5.876405729387446e-08	-0.756972	0.6515799	-0.049366105	0.2727207	-0.23475018	0.017785542
5.887391900884562e-08	-0.88182265	0.46899036	-0.049366083	0.31770167	-0.1689671	0.017785534
5.8983424823658883e-08	-0.9632337	0.2640906	-0.049366258	0.3470323	-0.09514615	0.017785598
5.909311424951679e-08	-0.9977232	0.045951176	-0.049366154	0.35945815	-0.016555216	0.01778556
5.92026994253937e-08	-0.98346734	-0.17422745	-0.049366154	0.35432208	0.06277038	0.01778556
5.931231162012169e-08	-0.9211962	-0.38595414	-0.04936621	0.33188713	0.13905095	0.017785579
5.942213826247374e-08	-0.8136974	-0.5791888	-0.049365755	0.29315758	0.20866925	0.017785417
5.9531678493702156e-08	-0.6667468	-0.7436475	-0.049365763	0.24021448	0.26792017	0.017785419
5.96411315323809e-08	-0.48743838	-0.87176085	-0.049366258	0.17561352	0.3140766	0.017785598
5.975094569448881e-08	-0.28369948	-0.9576418	-0.049366467	0.102210805	0.34501767	0.017785672
5.986070112395382e-08	-0.06617611	-0.996586	-0.04936632	0.023841824	0.35904846	0.01778562
5.99705054953188e-08	0.1546839	-0.98672986	-0.049366273	-0.05572927	0.35549748	0.017785605
6.008010795266873e-08	0.36758626	-0.92867833	-0.049366318	-0.13243338	0.3345828	0.01778562
6.018974903531826e-08	0.5626084	-0.82524836	-0.049366128	-0.20269567	0.29731917	0.01778555
6.029945360653638e-08	0.7302346	-0.6814106	-0.049366232	-0.26308778	0.24549755	0.017785588
6.040942204367179e-08	0.8624159	-0.50378746	-0.049366314	-0.31070986	0.18150374	0.017785616
6.051940164646235e-08	0.9522235	-0.301386	-0.049366303	-0.34306562	0.10858287	0.017785614
6.062910540149185e-08	0.99518067	-0.08472583	-0.04936613	-0.35854214	0.030524887	0.017785553
6.073857895739164e-08	0.9895307	0.13561746	-0.049366094	-0.35650656	-0.048860043	0.017785542
6.084818755477391e-08	0.9355934	0.34961125	-0.0493662	-0.33707416	-0.1259574	0.017785575
6.095791032407233e-08	0.835853	0.54672927	-0.04936625	-0.3011398	-0.19697477	0.017785596
6.106763303350454e-08	0.6952204	0.71709955	-0.0493659	-0.25047293	-0.2583555	0.017785467
6.117697841510358e-08	0.5212263	0.8519896	-0.049365785	-0.1877866	-0.3069535	0.017785428
